
persona_id,edad,genero,preferencia_contacto,antiguedad_cliente,hijos,ocupacion,ingresos_mensuales,cantidad_polizas,suma_asegurada_total,prima_promedio,cantidad_pagos,cuotas_cumplidas,cuotas_impagas,pagos_parciales,ratio_cuotas_cumplidas,monto_promedio_pago,cantidad_siniestros,monto_promedio_siniestro,dias_desde_ultimo_siniestro,tiene_auto,tiene_hogar,tiene_vida,tiene_salud,tiene_accidentes,tiene_mascotas,tiene_riesgos,producto_objetivo,adquirio
754,50,1,0,4.46,0,2,346691,3,752000,11202.67,71,57,9,5,0.8,979.96,1,51198.0,600,1,1,1,0,0,0,0,4,1
755,66,0,0,2.82,1,4,117947,1,460000,8612.0,29,24,2,3,0.83,780.21,0,0.0,-1,1,0,0,0,0,0,0,4,0
756,26,1,1,1.56,1,1,269419,3,1270000,8119.67,63,46,11,6,0.73,692.43,1,31812.0,527,1,0,0,0,0,0,0,5,1
757,26,0,0,3.66,3,2,62024,3,898000,7778.67,87,70,9,8,0.8,653.51,3,129838.33,1286,1,1,0,0,0,0,0,3,1
758,27,0,0,2.84,1,4,95307,1,504000,14774.0,25,24,0,1,0.96,1238.69,3,264241.33,226,0,0,1,0,0,0,0,5,1
759,49,1,0,4.27,0,4,147155,1,300000,12049.0,13,9,1,3,0.69,1027.91,1,221649.0,131,0,0,1,0,0,0,0,4,1
760,24,1,0,2.54,1,2,218398,2,839000,14290.0,34,29,2,3,0.85,1187.66,0,0.0,-1,0,0,1,0,0,0,1,5,1
761,22,0,1,4.41,2,1,178777,1,252000,10899.0,25,22,1,2,0.88,924.7,1,160416.0,970,0,0,1,0,0,0,0,5,0
762,27,1,1,1.81,0,3,25921,2,714000,14030.0,49,40,4,5,0.82,1172.29,5,140776.4,45,0,0,1,1,0,0,0,5,1
763,38,0,0,1.76,4,2,217127,1,290000,11972.0,13,11,0,2,0.85,1053.05,1,166244.0,235,1,0,0,0,0,0,0,2,1
764,50,0,0,0.49,1,3,21027,1,288000,10092.0,9,7,2,0,0.78,841.2,3,151138.0,19,0,0,1,0,0,0,0,4,1
765,39,1,0,0.56,2,1,250490,1,144000,8283.0,16,15,1,0,0.94,698.63,0,0.0,-1,0,1,0,0,0,0,0,3,0
766,43,0,1,4.59,3,3,22775,2,348000,11340.0,59,46,7,6,0.78,944.47,0,0.0,-1,1,1,0,0,0,0,0,3,0
767,44,0,0,2.72,2,4,47060,3,936000,10665.33,79,60,9,10,0.76,862.09,2,124111.5,426,1,1,0,0,0,0,0,3,0
768,69,1,1,1.9,5,4,121929,1,470000,11307.0,20,13,4,3,0.65,911.87,1,159565.0,520,1,0,0,0,0,0,0,7,0
769,43,1,1,4.74,0,2,553174,3,748000,6674.0,51,39,7,5,0.76,505.25,0,0.0,-1,1,1,0,0,1,0,0,3,1
770,56,0,1,0.18,1,2,151270,1,564000,11427.0,37,34,1,2,0.92,952.8,2,245469.0,467,0,0,1,0,0,0,0,4,1
771,52,1,1,2.83,0,3,58460,3,760000,8215.33,71,56,7,8,0.79,577.76,0,0.0,-1,1,0,0,0,0,1,0,2,1
772,37,0,0,1.81,0,5,95003,1,350000,9113.0,25,22,2,1,0.88,762.0,0,0.0,-1,1,0,0,0,0,0,0,2,0
773,70,1,0,2.17,1,2,162342,2,468000,6341.0,50,41,6,3,0.82,429.32,1,113883.0,592,1,0,0,0,1,0,0,4,0
774,26,1,0,4.22,2,2,132041,2,536000,10380.0,50,38,6,6,0.76,842.21,3,95161.33,681,0,1,1,0,0,0,0,5,1
775,60,1,1,3.86,0,5,32906,1,456000,9187.0,7,3,3,1,0.43,761.09,0,0.0,-1,0,0,1,0,0,0,0,2,1
776,25,0,0,3.52,4,1,333491,3,880000,11052.67,87,69,10,8,0.79,914.53,2,71458.5,744,1,0,0,0,0,0,0,5,1
777,43,0,1,4.22,4,1,293352,2,479000,10532.0,26,25,1,0,0.96,866.12,3,132788.33,30,0,0,0,1,1,0,0,3,1
778,50,1,1,3.21,3,1,292451,2,567000,6528.5,33,28,5,0,0.85,495.28,3,151924.0,203,1,0,0,0,1,0,0,2,1
779,56,1,1,0.87,0,1,80196,1,156000,10207.0,13,12,1,0,0.92,889.39,0,0.0,-1,0,0,1,0,0,0,0,4,1
780,68,0,1,4.37,0,1,144492,1,208000,8279.0,37,29,4,4,0.78,681.78,0,0.0,-1,0,1,0,0,0,0,0,4,0
781,39,0,1,2.97,4,2,636975,1,240000,14660.0,19,16,1,2,0.84,1269.88,2,132457.5,42,0,0,1,0,0,0,0,4,1
782,29,1,1,1.99,1,2,185589,3,1120000,10080.0,82,61,11,10,0.74,805.47,2,244138.0,1082,1,0,0,0,0,0,0,5,1
783,37,0,1,4.95,2,3,859,1,180000,9240.0,3,2,0,1,0.67,702.2,0,0.0,-1,1,0,0,0,0,0,0,6,0
784,57,0,0,2.59,3,2,480328,3,824000,10327.0,46,35,7,4,0.76,808.77,5,121782.4,144,0,1,1,0,0,0,0,4,0
785,67,1,0,4.61,2,1,139473,2,745000,10514.0,48,36,6,6,0.75,827.16,3,194186.33,538,0,0,0,1,1,0,0,3,1
786,42,0,1,0.52,2,1,316190,2,604000,12438.5,19,14,1,4,0.74,932.58,1,110419.0,346,0,1,1,0,0,0,0,4,1
787,65,1,1,4.77,0,2,207038,3,1024000,8717.67,55,42,3,10,0.76,733.62,1,54307.0,1576,1,1,0,0,0,0,0,3,1
788,39,0,1,2.15,2,2,549374,1,80000,3476.0,13,9,1,3,0.69,241.02,0,0.0,-1,0,0,0,0,0,1,0,3,0
789,64,1,1,3.72,0,3,15452,2,708000,11032.0,50,39,2,9,0.78,967.74,1,399125.0,731,0,1,1,0,0,0,0,4,0
790,36,1,1,2.71,1,3,27209,2,585000,10426.5,38,31,3,4,0.82,1018.0,5,95835.2,651,0,0,0,1,0,1,0,3,1
791,58,0,0,4.44,2,1,109674,3,1265000,13712.0,32,22,5,5,0.69,1220.07,5,199179.6,4,1,0,0,1,0,0,0,3,1
792,39,1,0,2.86,2,1,133113,2,432000,9300.5,50,39,8,3,0.78,788.04,2,106066.5,275,0,1,0,0,0,0,0,3,0
793,37,0,0,3.24,3,1,117114,3,592000,7780.67,73,55,8,10,0.75,608.74,6,108845.0,196,1,1,0,0,0,0,0,3,0
794,25,1,0,0.95,2,2,696310,3,1021000,12383.33,63,53,3,7,0.84,994.67,2,109241.0,298,1,0,1,0,0,0,1,5,1
795,28,0,0,2.96,1,4,43317,2,453000,13431.5,42,33,4,5,0.79,1099.98,0,0.0,-1,0,0,1,1,0,0,0,5,0
796,29,1,1,2.44,1,1,82158,3,401000,5352.67,63,57,4,2,0.9,390.41,5,85916.4,386,0,0,0,0,1,1,0,1,1
797,69,1,0,0.28,2,4,178238,3,1194000,13365.33,33,25,3,5,0.76,1067.28,4,115890.75,162,0,0,1,1,0,0,0,1,0
798,51,1,0,1.09,3,1,228046,1,480000,7934.0,16,12,2,2,0.75,623.95,1,233284.0,124,1,0,0,0,0,0,0,2,1
799,55,0,1,3.96,2,1,187658,1,250000,11107.0,37,30,3,4,0.81,971.92,0,0.0,-1,1,0,0,0,0,0,0,2,1
800,24,1,1,0.49,2,2,513548,3,616000,7973.0,49,36,6,7,0.73,581.21,2,62839.5,82,0,1,1,0,0,0,0,5,1
801,23,1,0,0.99,3,1,113411,1,360000,11787.0,14,10,4,0,0.71,919.35,1,131604.0,68,1,0,0,0,0,0,0,5,0
802,23,1,1,4.29,2,1,224427,3,720000,8451.67,49,43,6,0,0.88,648.6,3,111863.67,83,0,1,0,0,1,0,1,1,0
803,70,1,1,2.19,3,1,86997,3,1108000,11323.33,37,31,2,4,0.84,943.56,1,31810.0,396,1,1,1,0,0,0,0,4,0
804,31,0,0,0.37,7,4,166354,2,543000,6394.0,50,36,6,8,0.72,536.69,1,29785.0,1441,0,1,0,0,0,1,0,5,0
805,43,1,1,0.22,1,1,320387,1,372000,9449.0,12,9,2,1,0.75,805.49,1,11856.0,167,0,0,1,0,0,0,0,4,1
806,52,0,0,4.33,3,1,218707,2,780000,11926.5,62,53,5,4,0.85,981.45,1,84416.0,522,1,0,0,0,0,0,0,2,0
807,37,1,1,1.59,1,1,212939,1,240000,10227.0,25,20,3,2,0.8,851.01,1,61753.0,194,1,0,0,0,0,0,0,2,1
808,30,1,0,0.44,1,1,158218,1,290000,12024.0,13,13,0,0,1.0,1035.23,2,103342.0,9,1,0,0,0,0,0,0,2,1
809,32,1,1,3.16,2,2,360824,3,638000,13488.33,44,36,2,6,0.82,978.35,1,90155.0,787,0,0,1,1,1,0,0,6,0
810,65,1,0,2.93,1,4,164616,3,1082000,10600.0,41,31,5,5,0.76,871.85,2,276651.5,46,1,1,1,0,0,0,0,4,1
811,35,1,1,0.85,2,2,112901,3,1088000,10132.0,31,26,0,5,0.84,884.85,6,182758.67,54,1,0,1,0,0,0,0,2,1
812,31,1,0,4.1,1,1,130921,3,779000,9125.33,29,25,2,2,0.86,741.01,3,192025.0,11,1,1,0,1,0,0,0,3,1
813,24,1,1,1.45,0,1,317068,1,504000,14374.0,5,5,0,0,1.0,1240.02,0,0.0,-1,0,0,1,0,0,0,0,5,1
814,28,0,1,3.87,1,1,347485,2,759000,8834.0,17,14,1,2,0.82,602.42,3,215430.67,38,0,1,0,1,0,0,0,3,1
815,30,1,1,3.36,0,4,187340,2,735000,12296.0,62,49,7,6,0.79,983.6,0,0.0,-1,1,0,0,1,0,0,0,2,0
816,66,0,1,3.18,2,1,244641,1,540000,13991.0,13,13,0,0,1.0,1153.03,1,272391.0,460,0,0,0,1,0,0,0,3,1
817,44,0,0,3.49,0,3,47822,2,385000,6247.0,35,29,4,2,0.83,513.09,2,132242.0,223,0,1,0,0,0,1,0,5,0
818,64,1,0,1.92,2,1,182918,2,711000,12774.0,58,49,3,6,0.84,1054.67,1,394046.0,107,0,0,1,1,0,0,0,5,0
819,63,1,1,1.35,2,4,66852,2,490000,8428.5,37,32,2,3,0.86,709.23,3,105244.67,563,1,0,1,0,0,0,0,4,0
820,39,1,0,0.13,1,5,106738,1,450000,11531.0,18,13,3,2,0.72,880.38,0,0.0,-1,1,0,0,0,0,0,0,2,0
821,37,1,1,4.69,0,2,127643,1,288000,9784.0,37,31,3,3,0.84,825.15,3,111771.67,927,0,0,1,0,0,0,0,4,1
822,66,1,0,0.15,4,4,237326,1,410000,8356.0,13,8,4,1,0.62,756.32,0,0.0,-1,1,0,0,0,0,0,0,3,1
823,49,1,0,0.59,2,1,263738,2,630000,8600.0,34,30,3,1,0.88,705.75,1,19041.0,6,1,0,0,0,0,0,0,2,1
824,60,0,0,3.98,2,1,213400,2,875000,14019.0,74,55,5,14,0.74,1179.76,3,186283.33,536,1,0,0,1,0,0,0,3,0
825,23,1,0,0.78,1,5,59542,2,318000,8307.0,29,25,1,3,0.86,704.08,0,0.0,-1,1,1,0,0,0,0,0,3,1
826,41,0,0,0.91,0,3,67971,1,145000,7212.0,13,10,1,2,0.77,625.1,0,0.0,-1,0,0,0,0,0,1,0,5,0
827,64,1,1,3.79,2,4,135111,2,661000,11884.0,55,42,7,6,0.76,1056.29,1,281183.0,1269,0,1,0,1,0,0,0,3,1
828,31,1,1,2.87,3,1,332628,3,890000,11217.0,81,64,8,9,0.79,897.35,5,103169.4,222,1,0,0,1,0,1,0,2,0
829,62,0,1,1.44,0,2,396051,2,670000,13521.0,28,22,1,5,0.79,1214.25,2,80593.5,216,1,0,0,1,0,0,0,3,1
830,40,0,1,4.56,2,3,11314,2,772000,7061.5,46,30,10,6,0.65,586.72,3,169864.0,247,1,1,0,0,0,0,0,3,1
831,56,0,1,1.53,2,2,647561,1,232000,9649.0,19,16,1,2,0.84,807.76,1,36615.0,342,0,1,0,0,0,0,0,6,1
832,41,0,0,3.88,1,2,526001,3,1042000,9577.0,79,59,9,11,0.75,829.75,2,169848.5,248,1,1,0,1,0,0,0,3,0
833,36,1,1,2.96,1,1,100387,3,982000,11408.0,67,48,9,10,0.72,974.44,1,308139.0,576,1,1,0,1,0,0,0,3,1
834,60,1,1,1.59,3,1,311357,2,870000,17124.0,23,18,3,2,0.78,1446.34,2,55745.5,92,0,0,0,1,0,0,0,3,1
835,36,0,1,1.29,4,1,290993,1,156000,10607.0,20,15,2,3,0.75,907.11,0,0.0,-1,0,0,1,0,0,0,0,4,1
836,56,1,1,3.15,3,4,175287,2,200000,11551.0,39,27,7,5,0.69,895.36,2,25201.0,130,0,1,1,0,0,0,0,4,0
837,30,0,1,0.47,3,2,481080,1,336000,12071.0,13,11,2,0,0.85,1043.77,1,81946.0,243,0,0,1,0,0,0,0,5,1
838,24,1,0,4.05,2,1,209638,2,720000,10347.5,28,22,2,4,0.79,811.67,1,177531.0,444,1,0,0,0,0,0,0,5,1
839,27,0,1,4.78,0,1,129551,2,573000,6977.0,24,20,2,2,0.83,663.34,0,0.0,-1,1,0,0,0,1,0,0,2,0
840,26,1,0,1.81,2,1,260925,3,1160000,10151.33,67,54,9,4,0.81,832.33,0,0.0,-1,1,0,1,0,0,0,0,5,0
841,38,0,0,3.42,0,1,253614,3,1025000,14872.0,52,39,6,7,0.75,1247.56,2,195585.0,768,1,0,0,1,0,0,0,2,1
842,69,0,0,4.42,3,2,252776,3,1288000,12531.33,70,50,9,11,0.71,1006.53,2,176829.0,768,0,1,1,1,0,0,0,5,1
843,25,1,1,1.24,2,4,191026,2,826000,11604.0,21,19,0,2,0.9,1019.76,3,94734.67,103,1,0,1,0,0,0,0,5,1
844,54,0,1,0.73,1,1,242970,2,520000,9807.0,45,30,6,9,0.67,787.46,2,36856.0,1004,1,0,0,0,0,0,0,2,1
845,44,1,0,0.9,2,1,92574,3,1149000,10852.67,75,65,7,3,0.87,850.19,1,24181.0,272,1,0,1,0,0,0,1,2,1
846,51,1,0,1.39,3,1,196908,2,704000,11887.5,26,21,3,2,0.81,969.58,2,142928.5,763,0,1,1,0,0,0,0,4,1
847,67,1,1,2.85,1,1,335113,1,140000,8029.0,5,5,0,0,1.0,566.02,0,0.0,-1,1,0,0,0,0,0,0,6,0
848,39,0,0,2.5,0,2,318614,1,400000,8979.0,13,9,2,2,0.69,772.34,0,0.0,-1,1,0,0,0,0,0,0,5,1
849,41,1,0,1.05,0,1,225042,1,200000,8268.0,13,10,2,1,0.77,714.39,1,112233.0,236,1,0,0,0,0,0,0,2,1
850,51,0,0,4.72,1,1,82924,1,240000,17030.0,22,16,2,4,0.73,1407.05,1,95471.0,475,0,0,0,1,0,0,0,3,1
851,42,1,1,0.58,1,1,110784,3,1149000,11676.0,60,47,7,6,0.78,1041.36,2,196967.5,98,1,0,1,1,0,0,0,2,1
852,58,1,0,2.68,4,1,202920,1,450000,16093.0,13,9,3,1,0.69,1369.63,0,0.0,-1,0,0,0,1,0,0,0,3,1
853,60,1,1,0.93,0,3,47065,3,1421000,11351.67,51,34,9,8,0.67,758.01,2,71990.0,185,1,0,0,1,1,0,0,3,0
854,25,0,0,4.48,2,1,340548,2,596000,10619.5,38,28,7,3,0.74,979.82,1,38686.0,1341,0,1,0,1,0,0,0,3,0
855,60,1,0,2.54,1,4,190387,1,490000,8940.0,37,29,6,2,0.78,739.35,1,210456.0,1484,1,0,0,0,0,0,0,6,1
856,34,0,0,4.36,1,3,11808,3,1325000,9420.67,29,24,2,3,0.83,815.17,3,149626.67,56,1,1,0,0,0,0,1,3,1
857,36,1,1,3.64,1,4,102650,2,875000,13511.0,26,25,0,1,0.96,1101.61,0,0.0,-1,1,0,0,1,0,0,0,2,0
858,68,0,1,4.55,3,2,336173,3,987000,11275.67,65,46,10,9,0.71,991.25,2,49955.0,596,1,0,1,1,0,0,0,5,0
859,56,1,0,1.89,1,2,617821,1,320000,8554.0,11,9,1,1,0.82,660.78,1,174607.0,16,1,0,0,0,0,0,0,3,0
860,31,0,1,1.65,4,4,195730,1,330000,12645.0,13,11,0,2,0.85,1148.02,1,55798.0,573,1,0,0,0,0,0,0,2,1
861,54,1,0,2.15,1,1,134632,1,330000,12195.0,13,9,1,3,0.69,1023.7,1,32025.0,46,0,0,0,1,0,0,0,3,0
862,55,1,0,0.78,1,1,265916,2,653000,12239.0,59,50,7,2,0.85,991.74,2,93471.5,796,0,1,0,1,0,0,0,3,1
863,38,1,0,1.15,3,2,526300,3,812000,8049.0,54,48,2,4,0.89,626.95,4,125076.0,43,1,0,1,0,1,0,0,2,1
864,28,0,0,4.17,0,1,228882,2,760000,10284.5,50,43,4,3,0.86,931.86,2,79587.0,755,1,0,0,0,0,0,0,5,0
865,34,1,1,0.27,1,1,222977,2,670000,12093.5,24,22,1,1,0.92,1031.9,4,160413.5,184,1,0,0,1,0,0,0,2,0
866,22,0,0,4.88,1,2,306784,3,1096000,12700.33,29,22,4,3,0.76,1077.51,4,142920.75,18,0,0,1,1,0,0,1,5,1
867,27,1,0,1.67,6,4,143272,1,540000,13325.0,13,9,2,2,0.69,1067.51,3,116013.67,220,0,0,1,0,0,0,0,5,0
868,70,1,0,2.19,1,2,628450,3,1271000,12287.0,64,54,6,4,0.84,908.75,1,20592.0,405,0,1,1,1,0,0,0,7,1
869,37,1,1,1.6,2,1,101720,1,390000,15156.0,25,19,4,2,0.76,1229.67,0,0.0,-1,0,0,0,1,0,0,0,3,0
870,57,1,1,2.67,0,1,208678,2,314000,9394.0,50,42,5,3,0.84,786.32,0,0.0,-1,1,1,0,0,0,0,0,3,0
871,47,0,1,0.62,3,1,333479,1,200000,6990.0,12,12,0,0,1.0,557.38,0,0.0,-1,0,1,0,0,0,0,0,1,0
872,45,1,1,3.32,3,2,470262,3,950000,12162.33,58,45,6,7,0.78,962.27,2,224792.5,58,1,0,0,1,0,0,0,2,1
873,69,0,0,3.37,0,3,35510,2,1134000,15931.0,41,33,4,4,0.8,1215.64,3,231420.0,112,0,0,1,1,0,0,0,5,1
874,22,0,0,2.08,1,4,108576,2,731000,9437.5,62,52,4,6,0.84,747.43,0,0.0,-1,1,0,0,0,1,0,0,7,0
875,56,0,1,2.32,0,1,186428,2,826000,12839.0,38,31,3,4,0.82,1052.39,4,220637.5,42,1,0,1,0,0,0,0,4,1
876,34,1,1,4.09,1,3,8375,2,558000,7960.0,23,17,3,3,0.74,673.03,1,107776.0,562,1,1,0,0,0,0,0,3,1
877,38,1,1,3.68,0,2,444182,2,728000,12621.5,38,31,4,3,0.82,1077.3,4,92899.25,336,1,0,1,0,0,0,0,2,1
878,66,1,1,4.29,1,1,225398,1,230000,10233.0,25,20,5,0,0.8,843.48,2,73225.5,876,1,0,0,0,0,0,0,5,0
879,45,0,1,2.68,2,1,302457,2,774000,10470.0,71,48,11,12,0.68,846.87,5,101869.0,346,1,0,1,0,0,0,0,4,1
880,26,1,1,3.99,2,1,153393,3,904000,11643.67,69,56,10,3,0.81,921.31,2,212277.5,517,1,0,1,0,0,0,0,5,1
881,43,0,1,3.62,2,4,73557,2,638000,13111.0,50,36,9,5,0.72,1145.76,0,0.0,-1,1,0,1,0,0,0,0,2,1
882,60,1,0,3.21,4,4,232083,1,260000,9766.0,25,17,2,6,0.68,815.46,1,72682.0,31,1,0,0,0,0,0,0,4,0
883,24,1,1,2.82,2,1,96605,3,981000,9369.33,53,45,5,3,0.85,615.18,4,123118.25,27,0,1,0,1,1,0,0,3,1
884,30,1,0,3.42,0,3,38422,1,470000,7202.0,15,9,2,4,0.6,577.69,0,0.0,-1,1,0,0,0,0,0,0,5,1
885,65,0,0,0.53,1,5,47606,1,225000,2707.0,25,20,1,4,0.8,261.47,0,0.0,-1,0,0,0,0,0,1,0,3,1
886,68,1,0,2.95,2,1,226807,1,248000,10106.0,24,18,3,3,0.75,774.05,2,145660.5,34,0,1,0,0,0,0,0,4,0
887,33,1,0,3.53,0,1,229642,1,540000,14309.0,13,12,1,0,0.92,1201.84,0,0.0,-1,0,0,1,0,0,0,0,5,0
888,37,0,0,2.86,0,1,218501,2,1050000,13482.5,22,19,2,1,0.86,1153.62,0,0.0,-1,0,0,1,1,0,0,0,5,0
889,68,0,0,1.12,2,1,328512,2,1055000,12411.0,19,19,0,0,1.0,1072.94,1,87584.0,110,1,0,0,1,0,0,0,3,1
890,40,1,1,3.45,0,1,110934,2,726000,14675.0,24,23,0,1,0.96,1147.71,0,0.0,-1,0,0,1,1,0,0,0,2,1
891,34,0,1,4.72,1,1,127482,1,65000,7032.0,37,27,3,7,0.73,609.01,0,0.0,-1,0,0,0,0,0,1,0,5,0
892,56,0,0,3.44,2,1,237058,1,360000,12032.0,21,19,0,2,0.9,1019.0,1,116224.0,183,1,0,0,0,0,0,0,4,0
893,27,0,1,2.95,3,2,595068,2,935000,14735.0,23,18,2,3,0.78,1260.49,0,0.0,-1,1,0,0,1,0,0,0,3,1
894,36,0,1,1.8,2,1,270287,2,1045000,13652.0,45,41,3,1,0.91,1124.31,1,41732.0,503,1,0,0,1,0,0,0,2,1
895,45,1,0,1.88,0,2,204310,2,358000,6957.5,38,31,5,2,0.82,553.82,4,50210.75,276,0,1,0,0,0,1,0,5,0
896,45,1,0,3.81,0,5,42895,1,380000,12519.0,22,19,2,1,0.86,1074.28,0,0.0,-1,1,0,0,0,0,0,0,2,1
897,64,1,0,4.82,1,2,489822,3,634000,8825.67,42,33,6,3,0.79,717.99,4,39740.5,22,0,1,0,0,1,0,0,7,0
898,37,0,0,4.74,2,1,208091,2,202000,6082.5,38,29,2,7,0.76,589.25,2,57017.5,559,0,1,0,0,0,1,0,1,0
899,54,0,1,1.38,2,1,93312,1,270000,15005.0,34,23,4,7,0.68,1199.43,0,0.0,-1,0,0,0,1,0,0,0,3,1
900,49,1,1,3.32,2,4,242191,2,1046000,16728.5,26,19,6,1,0.73,1400.9,0,0.0,-1,0,0,0,1,0,0,1,3,1
901,65,1,0,4.98,0,1,116648,1,100000,12121.0,33,24,6,3,0.73,1044.13,0,0.0,-1,1,0,0,0,0,0,0,4,0
902,42,0,1,3.01,1,1,312033,2,600000,5776.5,27,27,0,0,1.0,484.97,3,51752.67,39,0,1,0,0,0,0,0,7,0
903,33,1,1,3.19,0,1,205346,1,120000,9524.0,37,27,6,4,0.73,802.76,0,0.0,-1,1,0,0,0,0,0,0,2,0
904,69,1,0,1.77,3,1,105022,3,756000,8155.33,51,43,4,4,0.84,684.21,3,92537.67,237,1,1,0,0,0,0,0,3,1
905,37,1,1,1.9,1,1,327537,3,868000,9482.33,87,64,9,14,0.74,755.58,1,7182.0,705,1,1,0,0,0,0,0,3,0
906,42,0,0,1.31,1,1,135820,1,296000,7267.0,3,2,1,0,0.67,757.45,0,0.0,-1,0,1,0,0,0,0,0,1,1
907,55,1,1,3.93,1,4,55803,3,1335000,10593.0,80,58,12,10,0.72,877.98,1,131458.0,562,1,0,0,1,0,0,0,2,0
908,29,0,1,3.7,2,1,264682,1,400000,12470.0,12,11,1,0,0.92,1047.28,2,135047.0,86,1,0,0,0,0,0,0,5,0
909,49,1,1,4.8,1,2,431798,2,780000,11102.5,64,55,3,6,0.86,922.01,3,190249.67,855,0,1,1,0,0,0,0,4,0
910,22,0,1,0.45,0,1,252446,3,1150000,11880.67,50,37,6,7,0.74,943.91,3,223251.33,25,1,0,1,0,0,0,0,5,0
911,54,0,0,0.86,0,1,217085,3,1160000,9988.33,57,50,6,1,0.88,786.83,4,220168.0,105,1,1,1,0,0,0,0,4,0
912,33,0,1,3.28,1,2,425327,1,100000,12105.0,13,11,2,0,0.85,1013.2,1,10170.0,417,1,0,0,0,0,0,0,2,1
913,47,0,1,4.22,0,1,246731,3,803000,7781.0,65,54,7,4,0.83,664.15,2,95036.0,105,1,1,0,0,0,1,0,3,1
914,50,0,0,0.49,0,1,267378,1,220000,10497.0,15,12,2,1,0.8,900.32,0,0.0,-1,1,0,0,0,0,0,0,2,1
915,30,0,0,4.65,2,2,633527,1,260000,11100.0,8,7,1,0,0.88,983.67,0,0.0,-1,1,0,0,0,0,0,0,2,1
916,61,1,0,0.72,2,1,331393,3,788000,8907.0,34,24,6,4,0.71,782.16,4,94889.75,12,1,1,0,0,0,0,0,3,1
917,43,1,1,2.06,3,2,467693,3,843000,8481.0,41,35,3,3,0.85,530.18,3,122527.67,0,1,1,0,0,0,1,0,3,1
918,50,0,0,1.64,1,1,296165,1,310000,12673.0,13,6,4,3,0.46,1061.59,1,105544.0,1454,1,0,0,0,0,0,0,4,0
919,69,0,0,1.98,0,1,99750,1,287000,4354.0,13,10,2,1,0.77,375.16,0,0.0,-1,0,0,0,0,1,0,0,4,0
920,32,1,0,2.34,2,2,416030,1,481000,10829.0,13,11,2,0,0.85,979.42,1,199176.0,337,0,0,0,0,0,0,1,5,1
921,49,1,1,4.97,4,4,145233,3,1096000,9459.67,51,41,5,5,0.8,742.72,0,0.0,-1,1,1,0,0,0,0,0,3,0
922,36,1,1,3.8,2,3,36719,3,1020000,10023.67,85,66,10,9,0.78,816.55,1,40837.0,254,1,0,0,0,0,0,0,2,1
923,26,1,0,2.27,3,1,150873,1,390000,7440.0,13,12,0,1,0.92,597.69,0,0.0,-1,1,0,0,0,0,0,0,5,1
924,69,0,1,4.55,2,1,104595,3,940000,8151.67,51,37,9,5,0.73,676.6,2,85862.5,105,1,0,0,0,0,0,0,3,0
925,69,1,1,2.23,0,2,574957,2,850000,14805.5,38,30,5,3,0.79,1298.7,3,83941.67,775,1,0,0,1,0,0,0,3,1
926,29,0,0,4.6,2,1,242406,3,980000,9612.67,75,56,15,4,0.75,728.97,2,105814.0,941,1,0,0,0,0,0,0,5,1
927,57,1,0,2.11,2,1,343684,2,672000,9655.5,28,24,3,1,0.86,528.5,1,38995.0,10,0,0,0,1,1,0,0,3,1
928,47,1,0,3.54,1,2,588768,1,270000,9735.0,6,4,1,1,0.67,894.03,1,104349.0,133,1,0,0,0,0,0,0,4,0
929,68,0,0,3.36,1,1,116911,1,350000,9564.0,13,13,0,0,1.0,786.05,2,168203.5,1516,1,0,0,0,0,0,0,2,0
930,57,1,1,3.64,0,3,50465,1,220000,2668.0,25,19,5,1,0.76,257.87,0,0.0,-1,0,0,0,0,0,1,0,4,1
931,63,0,0,1.75,2,2,491910,1,270000,12442.0,25,19,2,4,0.76,1029.1,3,99243.0,66,0,0,0,1,0,0,0,3,1
932,33,1,0,4.58,3,3,48589,1,340000,12068.0,22,16,2,4,0.73,975.43,1,19343.0,80,1,0,0,0,0,0,0,2,1
933,68,1,1,1.3,0,1,348029,2,736000,11995.5,26,21,3,2,0.81,1007.21,2,95817.0,264,0,1,0,0,0,0,1,6,1
934,68,1,0,1.42,1,2,78096,3,1240000,10271.67,75,59,7,9,0.79,802.7,0,0.0,-1,1,0,1,0,0,0,0,4,1
935,37,0,1,3.71,3,3,7008,2,725000,11020.0,15,10,4,1,0.67,978.3,2,242856.0,43,1,0,0,0,0,0,1,2,0
936,50,1,0,4.02,0,3,34298,1,516000,9376.0,25,19,3,3,0.76,759.7,0,0.0,-1,0,0,1,0,0,0,0,4,1
937,40,0,1,3.59,0,2,587511,2,442000,8913.0,33,25,2,6,0.76,793.33,1,142928.0,382,1,1,0,0,0,0,0,3,0
938,38,1,1,1.84,2,2,390064,1,189000,7576.0,13,12,1,0,0.92,629.86,0,0.0,-1,0,0,0,0,1,0,0,4,0
939,62,0,0,1.44,0,1,291051,1,408000,10273.0,25,18,1,6,0.72,888.85,0,0.0,-1,0,0,1,0,0,0,0,4,0
940,55,0,1,0.76,2,1,120493,2,544000,8109.5,29,18,4,7,0.62,703.81,3,86397.33,1,0,1,0,0,0,0,0,3,1
941,43,0,1,2.52,1,1,136182,2,810000,14941.5,26,19,1,6,0.73,1276.9,0,0.0,-1,0,0,0,1,0,0,0,3,1
942,68,0,1,0.13,4,4,58926,1,150000,8335.0,6,5,0,1,0.83,714.59,2,46702.5,13,1,0,0,0,0,0,0,7,1
